,ID,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
4593,P002867,Retrato de señora,1842,"Esquivel y Suárez de Urbina, Antonio María",Óleo,125,101,"Legado Mª. Antonia Díaz Álvarez, 1956",Lienzo
4594,P004300,Pintura del Siglo XIX en el Museo del Prado: Catálogo General,1842,"Esquivel y Suárez de Urbina, Antonio María",Óleo,125,94,"Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4595,P004410,Retrato de señora,1842,"López, Juan",Óleo,88,69,"Donación de José Joaquín Herrero al Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4596,P004452,El siglo XIX en el Prado.,1842,"Madrazo y Kuntz, Federico de",Óleo,"178,5",110,"Colección Federico de Madrazo y Kuntz; Herederos del artista, 1894; Col. baronesa de Andilla, 1913; col. barón de Andilla, 1946; col. Adolfo Hidalgo, 1951; Museo de Arte Moderno, 1952-1971",Lienzo
4597,P007619,"El Siglo XIX en el Prado,",1842,"Tegeo Díaz, Rafael",Óleo,111,"81,5","Adquirido a Edmund Peel & Asociados, Madrid, con fondos del legado Villaescusa, 1992.",Lienzo
4598,P007974,majas,1842,"Esquivel y Suárez de Urbina, Antonio María",Óleo,184,110,"Señor Balmaseda, Sevilla, 1842; Bartolomé Santamarca, Madrid; condesa de Santamarca, Madrid, 1926; colección de Santamarca, Madrid, 1926-42; colección Morales; Domingo Carlés, Barcelona, 1957; Juan Andreu, Barcelona, 1959; comercio, Madrid, 2006; adquirido en 2007, con destino al Museo del Prado.",Lienzo
4599,P006017,Salvator Mundi,1842,"Esquivel y Suárez de Urbina, Antonio María",Óleo,280,182,"Adquirido a Marcos Hiráldez de Acosta, 1894; Museo de Arte Moderno, 1896-1971",Lienzo
4600,P007742,"El pintor Vicente López, padre del artista",Hacia  1847,"López Piquer, Bernardo",Óleo,"31,5","25,5","Colección condesa de Villarrea, Madrid; comercio, Madrid, 1994; Adquisición con fondos del Legado Villaescusa, como dación en pago de impuestos de Fervisa S. A., 1996; Museo del Prado, 2000",Lienzo
4601,P004303,Retrato de señora,1843,"Esquivel y Suárez de Urbina, Antonio María",Óleo,126,93,"Adquirido para el Museo de Arte Moderno, 1917; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4602,P004441,Majas,1843,"Lucas Velázquez, Eugenio",Óleo,29,19,"Donación de Juan Vitorica Casuso al Museo de Arte Moderno, 1968.",Tabla
4603,P004797,Amparo Romero,1843,"Esquivel y Suárez de Urbina, Antonio María",Óleo,125,93,"Adquirido para el Museo de Arte Moderno, 1916; Museo Español de Arte Contemporáneo, 1968-1971; Museo del Prado.",Lienzo
4604,P006904,Serie cronológica de los Reyes de España,Hacia  1848,"Arbiol y Rodríguez, Vicente",Óleo,226,141,"Colección Real, encargado al autor, 1848",Lienzo
4605,P006088,Serie cronológica de los reyes de España,Hacia  1848,"Madrazo y Kuntz, Luis de",Óleo,225,"140,8","Colección Real, 1847; Museo de Arte Moderno, 1896-1971",Lienzo
4606,P006089,Serie cronológica de los reyes de España,Hacia  1848,"Montañés y Pérez, Bernardino",Óleo,225,141,"Colección Real, 1848",Lienzo
4607,P007071,Enrique IV,Hacia  1848,"Sainz, Francisco",Óleo,225,142,"Colección Real, encargado al autor, con destino al Museo del Prado, 1857; Museo de Arte Moderno, 1896-1971",Lienzo
4608,P007381,"El rey Francisco de Asís, con uniforme de capitán general",Hacia  1848,"Sainz, Francisco",Óleo,205,128,"Colección Real, Serie Cronológica de los Reyes de España, 1847; Museo de Arte Moderno, 1896-1971",Lienzo
4609,P007939,Florero sobre una silla,1844,"Parra Abril, Miguel",Óleo,120,92,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",Lienzo
4610,P007940,Cesta de flores y vista de palacio,1844,"Parra Abril, Miguel",Óleo,120,92,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",Lienzo
4611,P007945,"recorría como Goya los barrios bajos de la Corte, las tabernas, los ventorrillos de las afueras, las casillas del río, observando las fisonomías, trajes, maneras y usos populares para trasladarlos a sus cuadros.",1844,"Alenza y Nieto, Leonardo",Óleo,38,"45,5","Enrique Sánchez Rueda, 1932; colección particular vizcaína, hacia 1950; adquirido en Christie's Madrid para el Museo del Prado, 2006.",Lienzo
4612,P007946,El sacamuelas,1844,"Alenza y Nieto, Leonardo",Óleo,38,"45,5","Enrique Sánchez Rueda, 1932; colección particular vizcaína, hacia 1950; adquirido en Christie’s de Madrid por el Museo del Prado, 2006.",Lienzo
4613,P007559,Alegoría del Nuevo Testamento,1844,"Gutiérrez de la Vega y Bocanegra, José",Óleo,154,93,"Antonio Méndez Casal?; Museo de Arte Moderno (enviado por la Comisaría General del Servicio de Defensa y Recuperación del Patrimonio Artístico Nacional), 1942; Museo de Arte Moderno, 1942-1971",Lienzo
4614,P004661,José Antonio Ponzoa y Cebrián,1845,"Tegeo Díaz, Rafael",Óleo,62,49,"Museo de Arte Moderno, (adquisición) 1941; Museo Español de Arte Contemporáneo, 1968-1971; Museo del Prado, 1971",Lienzo
4615,P007720,Retrato de caballero,1845,"Tegeo Díaz, Rafael",Óleo,105,85,"Donación Rosario Sánchez Aristizábal, 1956; Museo de Arte Moderno, 1956-1971",Lienzo
4616,P007721,Retrato de señora,1845,"Tegeo Díaz, Rafael",Óleo,105,85,"Donación Rosario Sánchez Aristizábal, 1956; Museo de Arte Moderno, 1956-1971",Lienzo
4617,P006933,Retrato de señora,1845,"Giuliani, Andrea",Óleo,141,103,"Donación de Carmen Flores con destino al Museo de Arte Moderno, 1918; Museo de Arte Moderno, 1918-1971.",Lienzo
4618,P006953,"El canónigo José Olcina y Macía, caballero de Montesa",1845 - 1848,"Gutiérrez de la Vega y Bocanegra, José",Óleo,221,138,"Museo de Arte Moderno (envío de la Comisaría General del Servicio de Defensa y Recuperación del Patrimonio Artístico Nacional), 1942",Lienzo
4619,P004507,Marina,1845 - 1850,"Meijer, Johan Hendrik Louis",Óleo,12,18,"Donación Mª. de los Dolores Hernández y Márquez, marquesa viuda de Cabriñana del Monte, con destino al Museo del Prado, 1894; Museo del Prado, 1894-1896; Museo de Arte Moderno, 1896-1968; Museo Español de Arte Contemporáneo, 1968-1973",Tabla
4620,P003372,Isabel II,Hacia  1850,"Galofre y Coma, José",Óleo,224,152,"Adquisición, 1872",Lienzo
4621,P004411,El siglo XIX en el Prado,Hacia  1850,"Lucas Velázquez, Eugenio",Óleo,48,38,"Donación de Juan Vitórica Casuso al Museo de Arte Moderno, 1968; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4622,P004424,El cazador,Hacia  1850,"Lucas Velázquez, Eugenio",Óleo,216,153,Museo de Arte Moderno,Lienzo
4623,P004433,Paisaje con caminantes,Hacia  1850,"Lucas Velázquez, Eugenio",Óleo,32,43,"Adquirido para el Museo de Arte Moderno, 1966; Museo Español de Arte Contemporáneo, 1968-1971",Hojalata
4624,P004676,San Antonio de Padua,Hacia  1850,Anónimo,Óleo,88,63,"Donación F. Bassols al Museo de Arte Moderno, 1949; Museo de Arte Moderno, 1949-1971; Museo del Prado, 1971",Lienzo
4625,P005493,Pintura del Siglo XIX en el Museo del Prado. Catálogo General,Hacia  1850,"Espalter y Rull, Joaquín",Óleo,"195,5","133,3","Nuevas Adquisiciones, 1880; Museo de Arte Moderno.",Lienzo
4626,P004414,Caprichos,Hacia  1850,"Lucas Velázquez, Eugenio",Óleo,33,40,"Servicio de Recuperación, enviado al Museo de Arte Moderno, 1942.",Hojalata
4627,P002999,Lección de música,Hacia  1850,Anónimo,Óleo,40,49,"Legado Luisa Molet Iturralde, 1959",Lámina de cobre
4628,P003162,Retrato de señora,1846,"Espalter y Rull, Joaquín",Óleo,92,76,Museo de Arte Moderno,Lienzo
4629,P003303,Los poetas contemporáneos. Una lectura de Zorrilla en el estudio del pintor,1846,"Esquivel y Suárez de Urbina, Antonio María",Óleo,146,208,"Adquisición de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres, del Museo Iconográfico, 1872",Lienzo
4630,P004299,La pasiega,1846,"Esquivel y Suárez de Urbina, Antonio María",Óleo,144,217,"Cesión por el Ministerio de Fomento, 1866; Museo de la Trinidad, 1866; Museo del Prado, 1872; Museo de Arte Moderno, 1896; Museo Español de Arte Contemporáneo, hasta 1971",Lienzo
4631,P007041,La Virgen de la silla,1846,"López Portaña, Vicente",Óleo,128,98,"Conde de Calderón, Valencia, 1943; Adquisición, 1985",Lienzo
4632,P008180,"Retrato de cuerpo entero de Mme. O`Shea, vestida de terciopelo de color granate. ",1846,"Madrazo y Kuntz, Federico de",Óleo,203,133,"Colección O'Shea Montgomery, 1846; Colección Roca de Togores; Adquisición, 2014",Lienzo
4633,P003523,Serie cronológica de los reyes de España,Hacia  1851,"Gutiérrez de la Vega, Joaquín",Óleo,223,140,"Colección Real, 1851",Lienzo
4634,P006908,Revista de las Cortes Generales,Hacia  1851,"Castelaro y Perea, José",Óleo,224,141,"Colección Real (encargado al autor, 1850)",Lienzo
4635,P004597,Retrato de niña en un paisaje,1847,"Ribera y Fieve, Carlos Luis de",Óleo,116,95,"Donación de María Ascensión Elvira Villanueva e Idígoras, 1915; Museo de Arte Moderno, 1915-1968; Museo Español de Arte Contemporáneo, 1968-1971.",Lienzo
4636,P004273,"José Castellano, hermano del pintor",1847,"Castellano, Manuel",Óleo,22,18,Museo de Arte Moderno,Hojalata
4637,P004154,Bodegón de caza y hortalizas,Hacia  1852,"Corchón, José María",Óleo,140,103,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889",Lienzo
4638,P004601,Boletín del Museo del Prado,Hacia  1852,"Rigalt y Farriols, Luis",Óleo,62,"98,5","Adquirido a Artur Ramón Anticuario, Barcelona, 1973",Lienzo
4639,P006909,García I,Hacia  1852,"Roca y Delgado, Mariano de la",Óleo,225,140,"Colección Real, encargado al autor, con destino al Museo del Prado, 1847; Museo de Arte Moderno, 1896-1971",Lienzo
4640,P007016,Bodegón de frutas,Hacia  1852,"Corchón, José María",Óleo,140,103,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889",Lienzo
4641,P007156,Bodegón de frutas,Hacia  1852,"Corchón, José María",Óleo,140,103,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889",Lienzo
4642,P006263,"Bermudo I el Diácono, rey de Asturias",Hacia  1852,"Lozano Sirgo, Isidoro Santos",Óleo,224,140,"Colección Real (encargado al autor), 1852",Lienzo
4643,P003417,El pintor Francisco Sainz,1848,"Madrazo y Kuntz, Luis de",Óleo,85,65,"Adquisición de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres del Museo Iconográfico, 1886.",Lienzo
4644,P003533,El retrato español en el Prado. De Goya a Sorolla.,1848,"Madrazo y Kuntz, Federico de",Óleo,"217,5","136,5","Donación del Ministerio de Guerra al Ministerio de Fomento; Museo Nacional de Pintura y Escultura, 1868; Museo del Prado, 1901-1904; Museo de Arte Moderno, 1904-1971",Lienzo
4645,P003904,"Juan Bravo Murillo, ministro de Comercio, Instrucción y Obras Públicas",1848,"Gutiérrez de la Vega y Bocanegra, José",Óleo,120,91,"Museo de la Trinidad (cesión del Ministerio de Fomento), 1866",Lienzo
4646,P003906,"Nicomedes Pastor Díaz, ministro de Comercio, Instrucción y Obras Públicas",1848,"Gutiérrez de la Vega y Bocanegra, José",Óleo,121,91,"Ministerio de Fomento; Museo Nacional de Pintura y Escultura, 1866",Lienzo
4647,P005811,Rafael Colón y Borrego,1848,"Cano de la Peña, Eduardo",Óleo,68,"56,5","Adquirido a Fernando Colón y Beneito para el Museo de Arte Moderno, 1904",Lienzo
4648,P007162,El conde del Águila y el marqués de la Motilla a caballo,1848,"Roldán y Martínez, José",Óleo,302,388,"Legado Carlos Pérez-Seoane y Cullén, III duque de Pinohermoso, Museo del Prado, 1987",Lienzo
4649,P006911,La pintura isabelina: arte y política,1848,"Ortega Matamoros, Calixto",Óleo,220,140,"Colección Real, 1848",Lienzo
4650,P007380,Federico de Madrazo (1814-1895).,1848,"Lozano Sirgo, Isidoro Santos",Óleo,"205,9",128,Colección Real.,Lienzo
4651,P006907,Juan II de Castilla,1848,"Prats y Velasco, Francisco",Óleo,226,141,Colección Real,Lienzo
4652,P003766,Serie cronológica de los reyes de España,Hacia  1853,"Cortés, Ramón",Óleo,224,140,"Colección Real (encargado al autor, 1853)",Lienzo
4653,P006271,Usenda,Hacia  1853,"Lozano Sirgo, Isidoro Santos",Óleo,"219,5","136,8",Colección Real,Lienzo
4654,P007306,Serie cronológica de los reyes de España,Hacia  1853,"Iglesias y Domínguez, Manuel",Óleo,222,140,Colección Real,Lienzo
4655,P005072,Serie cronológica de los reyes de España,Hacia  1853,"Fierros Álvarez, Dionisio",Óleo,225,140,"Colección Real, 1853",Lienzo
4656,P006269,Serie cronológica de los reyes de España,Hacia  1853,"Esquivel y Rivas, Carlos María",Óleo,224,140,"Colección Real, 1853",Lienzo
4657,P002980,"El retrato español en el Prado. De Goya a Sorolla,",1849,"López Portaña, Vicente",Óleo,127,93,"Conde de Aguilar de Inestrillas, 1902; Legado de Enrique Puncel y Bonet, 1953.",Lienzo
4658,P003905,"Antonio Ros Olano, ministro de Comercio, Instrucción y Obras Públicas",1849,"Gutiérrez de la Vega y Bocanegra, José",Óleo,120,91,"Museo Nacional de Pintura y Escultura (cesión del Ministerio de Fomento), 1866",Lienzo
4659,P004435,"horror vacui, ",1849,"Lucas Velázquez, Eugenio",Óleo,79,100,"Donación de María de los Ángeles Sainz de la Cuesta, 1968.",Lienzo
4660,P004457,Los poetas contemporáneos. Una lectura de Zorrilla en el estudio del pintor,1849,"Madrazo y Kuntz, Federico de",Óleo,61,52,"Colección Ricardo de la Vega, 1902; Colección Rosario Herrera, 1913; Museo de Arte Moderno, 1932-1971",Lienzo
4661,P004598,"El retrato español en el Prado. De Goya a Sorolla,",1849,"Ribera y Fieve, Carlos Luis de",Óleo,113,95,"Donado por María Ascensión Elvira Villanueva, 1915; Museo de Arte Moderno, 1915-1968; Museo Español de Arte Contemporáneo, 1968-1971.",Lienzo
4662,P006574,Picturesque Sketches in Spain,1849,"Pérez Villaamil y Duguet, Genaro",Óleo,148,224,"Colección Pedro González, 1864; Museo Nacional de Pintura y Escultura; Museo de Arte Moderno",Lienzo
4663,P007876,Carlos Ortiz de Taranco,1849,"Madrazo y Kuntz, Federico de",Óleo,11,"8,5","Donación de Francisco Antón Brotons, 1999",Tabla
4664,P005070,Serie cronológica de los Reyes de España,1849,"Cerdá de Villarestan, Francisco",Óleo,225,140,"Colección Real (encargado al autor, 1849)",Lienzo
4665,P007072,Pedro I,1849,"Hernández Amores, Germán",Óleo,224,140,Colección Real,Lienzo
4666,P005830,Serie cronológica de los reyes de España,Hacia  1854,"Sáez y Glanadell, Agustín",Óleo,222,140,"Colección Real, Serie Cronológica de los Reyes de España; encargado al autor, con destino al Museo del Prado, 1854",Lienzo
4667,P007307,Serie Cronológica de los Reyes de España.,Hacia  1854,"Gisbert Pérez, Antonio",Óleo,220,145,"Colección Real, encargado al autor con destino al Museo del Prado, 1847.",Lienzo
4668,P003907,"Manuel de Seijas Lozano, ministro de Comercio, Instrucción y Obras Públicas",1850,"Gutiérrez de la Vega y Bocanegra, José",Óleo,121,91,"Museo de la Trinidad (cesión del Ministerio de Fomento), 1866",Lienzo
4669,P003981,blotting,1850,"Lucas Velázquez, Eugenio",Óleo,"21,5","29,7","Museo de Arte Moderno, 1971",Lámina de cobre
4670,P003982,El siglo XIX en el Prado,1850,"Lucas Velázquez, Eugenio",Óleo,21,30,Museo de Arte Moderno,Lámina de cobre
4671,P004403,Alejandro Mon,1850,"López Piquer, Bernardo",Óleo,217,"146,5","Legado Alejandro Mon y Martínez al Museo de Arte Moderno, 1912; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4672,P004449,Ildegonda,1850,"Madrazo y Kuntz, Federico de",Óleo,62,50,"Legado Sofía Vela y Querol, 1910; Museo de Arte Moderno",Lienzo
4673,P004599,"Manuel Tapia y familia,",1850,"Ribera y Fieve, Carlos Luis de",Óleo,143,123,"Legado de Luis María de Tapia y Parrella, 1909; Museo de Arte Moderno, 1909-1968; Museo Español de Arte Contemporáneo, 1968-1971.",Lienzo
4674,P006952,Ildefonso Pellico y Paniagua y su familia,1850,"Méndez y Andrés, José María",Óleo,252,178,"Donación de Carlos, Manuel y Teresa Pellico, 1929; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4675,P007654,bamboccianti,1850,"Barrón y Carrillo, Manuel",Óleo,"79,5",141,"Adqurido en Caylus Anticuario, Madrid, con fondos del legado Villaescusa, 1993",Lienzo
4676,P007655,bamboccianti,1850,"Barrón y Carrillo, Manuel",Óleo,"79,5","140,5","Adqurido en Caylus Anticuario, Madrid, con fondos del legado Villaescusa, 1993",Lienzo
4677,P004736,"Fernando III, El Santo",1850,"Múgica y Pérez, Carlos",Óleo,223,140,Colección Real,Lienzo
4678,P003520,Serie Cronológica de los Reyes de España,1850,"Prats y Velasco, Francisco",Óleo,224,140,Colección Real,Lienzo
4679,P004418,"La Belleza Cautiva. Pequeños tesoros del Museo del Prado,",1850 - 1855,"Lucas Velázquez, Eugenio",Óleo,35,25,"Harry Perlowitz; Adquirido para el Museo de Arte Moderno, 1965; Museo Español de Arte Contemporáneo, 1968-1971",Hojalata
4680,P005736,"Narciso Clavería y Zaldúa, conde de Manila",1850 - 1855,Anónimo,Óleo,120,90,"Museo de Arte Moderno, 1908-1971; Museo del Prado, 1971",Lienzo
4681,P002905,Bodegón de cocina con peces y hortalizas,1850 - 1855 (Hacia),"Corchón, José María",Óleo,140,187,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889.",Lienzo
4682,P002906,Bodegón de cocina con caza y hortalizas,1850 - 1855 (Hacia),"Corchón, José María",Óleo,140,187,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889",Lienzo
4683,P004350,Maja sevillana,Hacia  1855,"Gutiérrez de la Vega y Bocanegra, José",Óleo,105,145,"Adquirido para el Museo de Arte Moderno, 1958; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4684,P004420,Capea de pueblo,Hacia  1855,"Lucas Velázquez, Eugenio",Óleo,46,39,"Donación de Juan Vitórica Casuso al Museo de Arte Moderno, 1968; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4685,P004421,"El siglo XIX en el Prado,",Hacia  1855,"Lucas Velázquez, Eugenio",Óleo,56,77,"Donación de María de los Ángeles Sainz de la Cuesta al Museo de Arte Moderno, 1968",Lienzo
4686,P004422,La lavativa,Hacia  1855,"Lucas Velázquez, Eugenio",Óleo,39,40,"Donación condesa viuda de los Moriles al Museo Español de Arte Contemporáneo, 1968; Museo del Prado, 1971.",Lienzo
4687,P004423,Mujeres en la cárcel,Hacia  1855,"Lucas Velázquez, Eugenio",Óleo,40,40,"Donación de Juan Vitórica Casuso al Museo de Arte Moderno, 1968; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
